customer_no,timestamp,location,dow,time,day_period
1351_monday,2019-09-02 21:02:00,drinks,monday,20:57:00,evening
1351_monday,2019-09-02 21:03:00,drinks,monday,20:57:00,evening
1351_monday,2019-09-02 21:04:00,drinks,monday,20:57:00,evening
1351_monday,2019-09-02 21:05:00,drinks,monday,20:57:00,evening
1351_monday,2019-09-02 21:06:00,drinks,monday,20:57:00,evening
1351_monday,2019-09-02 21:07:00,drinks,monday,20:57:00,evening
1351_monday,2019-09-02 21:08:00,spices,monday,21:08:00,evening
1351_monday,2019-09-02 21:09:00,checkout,monday,21:09:00,evening
1351_thursday,2019-09-05 19:53:00,spices,thursday,19:53:00,evening
1351_thursday,2019-09-05 19:54:00,checkout,thursday,19:54:00,evening
1351_tuesday,2019-09-03 20:49:00,drinks,tuesday,20:49:00,evening
1351_tuesday,2019-09-03 20:50:00,drinks,tuesday,20:49:00,evening
1351_tuesday,2019-09-03 20:51:00,spices,tuesday,20:51:00,evening
1351_tuesday,2019-09-03 20:52:00,spices,tuesday,20:51:00,evening
1351_tuesday,2019-09-03 20:53:00,dairy,tuesday,20:53:00,evening
1351_tuesday,2019-09-03 20:54:00,dairy,tuesday,20:53:00,evening
1351_tuesday,2019-09-03 20:55:00,dairy,tuesday,20:53:00,evening
1351_tuesday,2019-09-03 20:56:00,dairy,tuesday,20:53:00,evening
1351_tuesday,2019-09-03 20:57:00,dairy,tuesday,20:53:00,evening
1351_tuesday,2019-09-03 20:58:00,dairy,tuesday,20:53:00,evening
1351_tuesday,2019-09-03 20:59:00,checkout,tuesday,20:59:00,evening
1351_wednesday,2019-09-04 19:46:00,dairy,wednesday,19:46:00,evening
1351_wednesday,2019-09-04 19:47:00,dairy,wednesday,19:46:00,evening
1351_wednesday,2019-09-04 19:48:00,dairy,wednesday,19:46:00,evening
1351_wednesday,2019-09-04 19:49:00,dairy,wednesday,19:46:00,evening
1351_wednesday,2019-09-04 19:50:00,dairy,wednesday,19:46:00,evening
1351_wednesday,2019-09-04 19:51:00,dairy,wednesday,19:46:00,evening
1351_wednesday,2019-09-04 19:52:00,dairy,wednesday,19:46:00,evening
1351_wednesday,2019-09-04 19:53:00,dairy,wednesday,19:46:00,evening
1351_wednesday,2019-09-04 19:54:00,dairy,wednesday,19:46:00,evening
1351_wednesday,2019-09-04 19:55:00,dairy,wednesday,19:46:00,evening
1351_wednesday,2019-09-04 19:56:00,fruit,wednesday,19:56:00,evening
1351_wednesday,2019-09-04 19:57:00,fruit,wednesday,19:56:00,evening
1351_wednesday,2019-09-04 19:58:00,drinks,wednesday,19:58:00,evening
1351_wednesday,2019-09-04 19:59:00,checkout,wednesday,19:59:00,evening
1352_friday,2019-09-06 19:53:00,dairy,friday,19:53:00,evening
1352_friday,2019-09-06 19:54:00,dairy,friday,19:53:00,evening
1352_friday,2019-09-06 19:55:00,dairy,friday,19:53:00,evening
1352_friday,2019-09-06 19:56:00,drinks,friday,19:56:00,evening
1352_friday,2019-09-06 19:57:00,checkout,friday,19:57:00,evening
1352_monday,2019-09-02 20:41:00,drinks,monday,20:41:00,evening
1352_monday,2019-09-02 20:42:00,fruit,monday,20:42:00,evening
1352_monday,2019-09-02 20:43:00,fruit,monday,20:42:00,evening
1352_monday,2019-09-02 20:44:00,fruit,monday,20:42:00,evening
1352_monday,2019-09-02 20:45:00,fruit,monday,20:42:00,evening
1352_monday,2019-09-02 20:46:00,fruit,monday,20:42:00,evening
1352_monday,2019-09-02 20:47:00,fruit,monday,20:42:00,evening
1352_monday,2019-09-02 20:48:00,checkout,monday,20:48:00,evening
1352_thursday,2019-09-05 19:54:00,fruit,thursday,19:54:00,evening
1352_thursday,2019-09-05 19:55:00,fruit,thursday,19:54:00,evening
1352_thursday,2019-09-05 19:56:00,fruit,thursday,19:54:00,evening
1352_thursday,2019-09-05 19:57:00,fruit,thursday,19:54:00,evening
1352_thursday,2019-09-05 19:58:00,spices,thursday,19:58:00,evening
1352_thursday,2019-09-05 19:59:00,spices,thursday,19:58:00,evening
1352_thursday,2019-09-05 20:00:00,dairy,thursday,20:00:00,evening
1352_thursday,2019-09-05 20:01:00,dairy,thursday,20:00:00,evening
1352_thursday,2019-09-05 20:02:00,dairy,thursday,20:00:00,evening
1352_thursday,2019-09-05 20:03:00,checkout,thursday,20:03:00,evening
1352_tuesday,2019-09-03 20:51:00,drinks,tuesday,20:51:00,evening
1352_tuesday,2019-09-03 20:52:00,checkout,tuesday,20:52:00,evening
1352_wednesday,2019-09-04 19:46:00,spices,wednesday,19:46:00,evening
1352_wednesday,2019-09-04 19:47:00,checkout,wednesday,19:47:00,evening
1353_friday,2019-09-06 19:53:00,spices,friday,19:53:00,evening
1353_friday,2019-09-06 19:54:00,drinks,friday,19:54:00,evening
1353_friday,2019-09-06 19:55:00,drinks,friday,19:54:00,evening
1353_friday,2019-09-06 19:56:00,drinks,friday,19:54:00,evening
1353_friday,2019-09-06 19:57:00,drinks,friday,19:54:00,evening
1353_friday,2019-09-06 19:58:00,checkout,friday,19:58:00,evening
1353_monday,2019-09-02 20:41:00,dairy,monday,20:41:00,evening
1353_monday,2019-09-02 20:42:00,dairy,monday,20:41:00,evening
1353_monday,2019-09-02 20:43:00,dairy,monday,20:41:00,evening
1353_monday,2019-09-02 20:44:00,checkout,monday,20:44:00,evening
1353_thursday,2019-09-05 19:55:00,dairy,thursday,19:55:00,evening
1353_thursday,2019-09-05 19:56:00,dairy,thursday,19:55:00,evening
1353_thursday,2019-09-05 19:57:00,checkout,thursday,19:57:00,evening
1353_tuesday,2019-09-03 20:51:00,fruit,tuesday,20:51:00,evening
1353_tuesday,2019-09-03 20:52:00,checkout,tuesday,20:52:00,evening
1353_wednesday,2019-09-04 19:46:00,drinks,wednesday,19:46:00,evening
1353_wednesday,2019-09-04 19:47:00,drinks,wednesday,19:46:00,evening
1353_wednesday,2019-09-04 19:48:00,drinks,wednesday,19:46:00,evening
1353_wednesday,2019-09-04 19:49:00,drinks,wednesday,19:46:00,evening
1353_wednesday,2019-09-04 19:50:00,drinks,wednesday,19:46:00,evening
1353_wednesday,2019-09-04 19:51:00,dairy,wednesday,19:51:00,evening
1353_wednesday,2019-09-04 19:52:00,dairy,wednesday,19:51:00,evening
1353_wednesday,2019-09-04 19:53:00,drinks,wednesday,19:53:00,evening
1353_wednesday,2019-09-04 19:54:00,fruit,wednesday,19:54:00,evening
1353_wednesday,2019-09-04 19:55:00,fruit,wednesday,19:54:00,evening
1353_wednesday,2019-09-04 19:56:00,dairy,wednesday,19:56:00,evening
1353_wednesday,2019-09-04 19:57:00,dairy,wednesday,19:56:00,evening
1353_wednesday,2019-09-04 19:58:00,dairy,wednesday,19:56:00,evening
1353_wednesday,2019-09-04 19:59:00,checkout,wednesday,19:59:00,evening
1354_friday,2019-09-06 19:55:00,dairy,friday,19:55:00,evening
1354_friday,2019-09-06 19:56:00,dairy,friday,19:55:00,evening
1354_friday,2019-09-06 19:57:00,dairy,friday,19:55:00,evening
1354_friday,2019-09-06 19:58:00,dairy,friday,19:55:00,evening
1354_friday,2019-09-06 19:59:00,dairy,friday,19:55:00,evening
1354_friday,2019-09-06 20:00:00,dairy,friday,19:55:00,evening
1354_friday,2019-09-06 20:01:00,fruit,friday,20:01:00,evening
1354_friday,2019-09-06 20:02:00,drinks,friday,20:02:00,evening
1354_friday,2019-09-06 20:03:00,drinks,friday,20:02:00,evening
1354_friday,2019-09-06 20:04:00,drinks,friday,20:02:00,evening
1354_friday,2019-09-06 20:05:00,fruit,friday,20:05:00,evening
1354_friday,2019-09-06 20:06:00,fruit,friday,20:05:00,evening
1354_friday,2019-09-06 20:07:00,fruit,friday,20:05:00,evening
1354_friday,2019-09-06 20:08:00,fruit,friday,20:05:00,evening
1354_friday,2019-09-06 20:09:00,checkout,friday,20:09:00,evening
1354_monday,2019-09-02 20:41:00,spices,monday,20:41:00,evening
1354_monday,2019-09-02 20:42:00,spices,monday,20:41:00,evening
1354_monday,2019-09-02 20:43:00,drinks,monday,20:43:00,evening
1354_monday,2019-09-02 20:44:00,drinks,monday,20:43:00,evening
1354_monday,2019-09-02 20:45:00,drinks,monday,20:43:00,evening
1354_monday,2019-09-02 20:46:00,drinks,monday,20:43:00,evening
1354_monday,2019-09-02 20:47:00,drinks,monday,20:43:00,evening
1354_monday,2019-09-02 20:48:00,checkout,monday,20:48:00,evening
1354_thursday,2019-09-05 19:55:00,dairy,thursday,19:55:00,evening
1354_thursday,2019-09-05 19:56:00,drinks,thursday,19:56:00,evening
1354_thursday,2019-09-05 19:57:00,drinks,thursday,19:56:00,evening
1354_thursday,2019-09-05 19:58:00,checkout,thursday,19:58:00,evening
1354_tuesday,2019-09-03 20:51:00,dairy,tuesday,20:51:00,evening
1354_tuesday,2019-09-03 20:52:00,dairy,tuesday,20:51:00,evening
1354_tuesday,2019-09-03 20:53:00,dairy,tuesday,20:51:00,evening
1354_tuesday,2019-09-03 20:54:00,dairy,tuesday,20:51:00,evening
1354_tuesday,2019-09-03 20:55:00,dairy,tuesday,20:51:00,evening
1354_tuesday,2019-09-03 20:56:00,dairy,tuesday,20:51:00,evening
1354_tuesday,2019-09-03 20:57:00,dairy,tuesday,20:51:00,evening
1354_tuesday,2019-09-03 20:58:00,checkout,tuesday,20:58:00,evening
1354_wednesday,2019-09-04 19:47:00,fruit,wednesday,19:47:00,evening
1354_wednesday,2019-09-04 19:48:00,checkout,wednesday,19:48:00,evening
1355_friday,2019-09-06 19:55:00,drinks,friday,19:55:00,evening
1355_friday,2019-09-06 19:56:00,checkout,friday,19:56:00,evening
1355_monday,2019-09-02 20:42:00,dairy,monday,20:42:00,evening
1355_monday,2019-09-02 20:43:00,dairy,monday,20:42:00,evening
1355_monday,2019-09-02 20:44:00,dairy,monday,20:42:00,evening
1355_monday,2019-09-02 20:45:00,dairy,monday,20:42:00,evening
1355_monday,2019-09-02 20:46:00,checkout,monday,20:46:00,evening
1355_thursday,2019-09-05 19:55:00,fruit,thursday,19:55:00,evening
1355_thursday,2019-09-05 19:56:00,checkout,thursday,19:56:00,evening
1355_tuesday,2019-09-03 20:51:00,drinks,tuesday,20:51:00,evening
1355_tuesday,2019-09-03 20:52:00,drinks,tuesday,20:51:00,evening
1355_tuesday,2019-09-03 20:53:00,drinks,tuesday,20:51:00,evening
1355_tuesday,2019-09-03 20:54:00,fruit,tuesday,20:54:00,evening
1355_tuesday,2019-09-03 20:55:00,fruit,tuesday,20:54:00,evening
1355_tuesday,2019-09-03 20:56:00,fruit,tuesday,20:54:00,evening
1355_tuesday,2019-09-03 20:57:00,checkout,tuesday,20:57:00,evening
1355_wednesday,2019-09-04 19:47:00,fruit,wednesday,19:47:00,evening
1355_wednesday,2019-09-04 19:48:00,fruit,wednesday,19:47:00,evening
1355_wednesday,2019-09-04 19:49:00,fruit,wednesday,19:47:00,evening
1355_wednesday,2019-09-04 19:50:00,fruit,wednesday,19:47:00,evening
1355_wednesday,2019-09-04 19:51:00,drinks,wednesday,19:51:00,evening
1355_wednesday,2019-09-04 19:52:00,drinks,wednesday,19:51:00,evening
1355_wednesday,2019-09-04 19:53:00,drinks,wednesday,19:51:00,evening
1355_wednesday,2019-09-04 19:54:00,drinks,wednesday,19:51:00,evening
1355_wednesday,2019-09-04 19:55:00,spices,wednesday,19:55:00,evening
1355_wednesday,2019-09-04 19:56:00,spices,wednesday,19:55:00,evening
1355_wednesday,2019-09-04 19:57:00,checkout,wednesday,19:57:00,evening
1356_friday,2019-09-06 19:57:00,dairy,friday,19:57:00,evening
1356_friday,2019-09-06 19:58:00,dairy,friday,19:57:00,evening
1356_friday,2019-09-06 19:59:00,dairy,friday,19:57:00,evening
1356_friday,2019-09-06 20:00:00,dairy,friday,19:57:00,evening
1356_friday,2019-09-06 20:01:00,dairy,friday,19:57:00,evening
1356_friday,2019-09-06 20:02:00,dairy,friday,19:57:00,evening
1356_friday,2019-09-06 20:03:00,checkout,friday,20:03:00,evening
1356_monday,2019-09-02 20:42:00,dairy,monday,20:42:00,evening
1356_monday,2019-09-02 20:43:00,dairy,monday,20:42:00,evening
1356_monday,2019-09-02 20:44:00,dairy,monday,20:42:00,evening
1356_monday,2019-09-02 20:45:00,dairy,monday,20:42:00,evening
1356_monday,2019-09-02 20:46:00,dairy,monday,20:42:00,evening
1356_monday,2019-09-02 20:47:00,dairy,monday,20:42:00,evening
1356_monday,2019-09-02 20:48:00,dairy,monday,20:42:00,evening
1356_monday,2019-09-02 20:49:00,dairy,monday,20:42:00,evening
1356_monday,2019-09-02 20:50:00,dairy,monday,20:42:00,evening
1356_monday,2019-09-02 20:51:00,dairy,monday,20:42:00,evening
1356_monday,2019-09-02 20:52:00,dairy,monday,20:42:00,evening
1356_monday,2019-09-02 20:53:00,dairy,monday,20:42:00,evening
1356_monday,2019-09-02 20:54:00,dairy,monday,20:42:00,evening
1356_monday,2019-09-02 20:55:00,dairy,monday,20:42:00,evening
1356_monday,2019-09-02 20:56:00,checkout,monday,20:56:00,evening
1356_thursday,2019-09-05 19:55:00,dairy,thursday,19:55:00,evening
1356_thursday,2019-09-05 19:56:00,dairy,thursday,19:55:00,evening
1356_thursday,2019-09-05 19:57:00,dairy,thursday,19:55:00,evening
1356_thursday,2019-09-05 19:58:00,dairy,thursday,19:55:00,evening
1356_thursday,2019-09-05 19:59:00,dairy,thursday,19:55:00,evening
1356_thursday,2019-09-05 20:00:00,fruit,thursday,20:00:00,evening
1356_thursday,2019-09-05 20:01:00,fruit,thursday,20:00:00,evening
1356_thursday,2019-09-05 20:02:00,fruit,thursday,20:00:00,evening
1356_thursday,2019-09-05 20:03:00,fruit,thursday,20:00:00,evening
1356_thursday,2019-09-05 20:04:00,fruit,thursday,20:00:00,evening
1356_thursday,2019-09-05 20:05:00,fruit,thursday,20:00:00,evening
1356_thursday,2019-09-05 20:06:00,fruit,thursday,20:00:00,evening
1356_thursday,2019-09-05 20:07:00,fruit,thursday,20:00:00,evening
1356_thursday,2019-09-05 20:08:00,dairy,thursday,20:08:00,evening
1356_thursday,2019-09-05 20:09:00,dairy,thursday,20:08:00,evening
1356_thursday,2019-09-05 20:10:00,dairy,thursday,20:08:00,evening
1356_thursday,2019-09-05 20:11:00,checkout,thursday,20:11:00,evening
1356_tuesday,2019-09-03 20:51:00,dairy,tuesday,20:51:00,evening
1356_tuesday,2019-09-03 20:52:00,dairy,tuesday,20:51:00,evening
1356_tuesday,2019-09-03 20:53:00,checkout,tuesday,20:53:00,evening
1356_wednesday,2019-09-04 19:47:00,drinks,wednesday,19:47:00,evening
1356_wednesday,2019-09-04 19:48:00,spices,wednesday,19:48:00,evening
1356_wednesday,2019-09-04 19:49:00,spices,wednesday,19:48:00,evening
1356_wednesday,2019-09-04 19:50:00,spices,wednesday,19:48:00,evening
1356_wednesday,2019-09-04 19:51:00,drinks,wednesday,19:51:00,evening
1356_wednesday,2019-09-04 19:52:00,checkout,wednesday,19:52:00,evening
1357_friday,2019-09-06 19:58:00,drinks,friday,19:58:00,evening
1357_friday,2019-09-06 19:59:00,drinks,friday,19:58:00,evening
1357_friday,2019-09-06 20:00:00,drinks,friday,19:58:00,evening
1357_friday,2019-09-06 20:01:00,checkout,friday,20:01:00,evening
1357_monday,2019-09-02 20:43:00,drinks,monday,20:43:00,evening
1357_monday,2019-09-02 20:44:00,drinks,monday,20:43:00,evening
1357_monday,2019-09-02 20:45:00,checkout,monday,20:45:00,evening
1357_thursday,2019-09-05 19:55:00,fruit,thursday,19:55:00,evening
1357_thursday,2019-09-05 19:56:00,fruit,thursday,19:55:00,evening
1357_thursday,2019-09-05 19:57:00,checkout,thursday,19:57:00,evening
1357_tuesday,2019-09-03 20:54:00,drinks,tuesday,20:54:00,evening
1357_tuesday,2019-09-03 20:55:00,dairy,tuesday,20:55:00,evening
1357_tuesday,2019-09-03 20:56:00,dairy,tuesday,20:55:00,evening
1357_tuesday,2019-09-03 20:57:00,drinks,tuesday,20:57:00,evening
1357_tuesday,2019-09-03 20:58:00,drinks,tuesday,20:57:00,evening
1357_tuesday,2019-09-03 20:59:00,checkout,tuesday,20:59:00,evening
1357_wednesday,2019-09-04 19:47:00,spices,wednesday,19:47:00,evening
1357_wednesday,2019-09-04 19:48:00,checkout,wednesday,19:48:00,evening
1358_friday,2019-09-06 19:58:00,spices,friday,19:58:00,evening
1358_friday,2019-09-06 19:59:00,drinks,friday,19:59:00,evening
1358_friday,2019-09-06 20:00:00,checkout,friday,20:00:00,evening
1358_monday,2019-09-02 20:43:00,spices,monday,20:43:00,evening
1358_monday,2019-09-02 20:44:00,dairy,monday,20:44:00,evening
1358_monday,2019-09-02 20:45:00,dairy,monday,20:44:00,evening
1358_monday,2019-09-02 20:46:00,drinks,monday,20:46:00,evening
1358_monday,2019-09-02 20:47:00,drinks,monday,20:46:00,evening
1358_monday,2019-09-02 20:48:00,checkout,monday,20:48:00,evening
1358_thursday,2019-09-05 19:55:00,fruit,thursday,19:55:00,evening
1358_thursday,2019-09-05 19:56:00,fruit,thursday,19:55:00,evening
1358_thursday,2019-09-05 19:57:00,fruit,thursday,19:55:00,evening
1358_thursday,2019-09-05 19:58:00,checkout,thursday,19:58:00,evening
1358_tuesday,2019-09-03 20:54:00,fruit,tuesday,20:54:00,evening
1358_tuesday,2019-09-03 20:55:00,fruit,tuesday,20:54:00,evening
1358_tuesday,2019-09-03 20:56:00,drinks,tuesday,20:56:00,evening
1358_tuesday,2019-09-03 20:57:00,drinks,tuesday,20:56:00,evening
1358_tuesday,2019-09-03 20:58:00,checkout,tuesday,20:58:00,evening
1358_wednesday,2019-09-04 19:47:00,drinks,wednesday,19:47:00,evening
1358_wednesday,2019-09-04 19:48:00,drinks,wednesday,19:47:00,evening
1358_wednesday,2019-09-04 19:49:00,drinks,wednesday,19:47:00,evening
1358_wednesday,2019-09-04 19:50:00,drinks,wednesday,19:47:00,evening
1358_wednesday,2019-09-04 19:51:00,drinks,wednesday,19:47:00,evening
1358_wednesday,2019-09-04 19:52:00,checkout,wednesday,19:52:00,evening
1359_friday,2019-09-06 19:58:00,dairy,friday,19:58:00,evening
1359_friday,2019-09-06 19:59:00,fruit,friday,19:59:00,evening
1359_friday,2019-09-06 20:00:00,fruit,friday,19:59:00,evening
1359_friday,2019-09-06 20:01:00,fruit,friday,19:59:00,evening
1359_friday,2019-09-06 20:02:00,dairy,friday,20:02:00,evening
1359_friday,2019-09-06 20:03:00,fruit,friday,20:03:00,evening
1359_friday,2019-09-06 20:04:00,fruit,friday,20:03:00,evening
1359_friday,2019-09-06 20:05:00,spices,friday,20:05:00,evening
1359_friday,2019-09-06 20:06:00,checkout,friday,20:06:00,evening
1359_monday,2019-09-02 20:43:00,fruit,monday,20:43:00,evening
1359_monday,2019-09-02 20:44:00,checkout,monday,20:44:00,evening
1359_thursday,2019-09-05 19:55:00,drinks,thursday,19:55:00,evening
1359_thursday,2019-09-05 19:56:00,checkout,thursday,19:56:00,evening
1359_tuesday,2019-09-03 20:54:00,dairy,tuesday,20:54:00,evening
1359_tuesday,2019-09-03 20:55:00,dairy,tuesday,20:54:00,evening
1359_tuesday,2019-09-03 20:56:00,checkout,tuesday,20:56:00,evening
1359_wednesday,2019-09-04 19:47:00,fruit,wednesday,19:47:00,evening
1359_wednesday,2019-09-04 19:48:00,spices,wednesday,19:48:00,evening
1359_wednesday,2019-09-04 19:49:00,dairy,wednesday,19:49:00,evening
1359_wednesday,2019-09-04 19:50:00,dairy,wednesday,19:49:00,evening
1359_wednesday,2019-09-04 19:51:00,dairy,wednesday,19:49:00,evening
1359_wednesday,2019-09-04 19:52:00,dairy,wednesday,19:49:00,evening
1359_wednesday,2019-09-04 19:53:00,dairy,wednesday,19:49:00,evening
1359_wednesday,2019-09-04 19:54:00,dairy,wednesday,19:49:00,evening
1359_wednesday,2019-09-04 19:55:00,drinks,wednesday,19:55:00,evening
1359_wednesday,2019-09-04 19:56:00,drinks,wednesday,19:55:00,evening
1359_wednesday,2019-09-04 19:57:00,drinks,wednesday,19:55:00,evening
1359_wednesday,2019-09-04 19:58:00,drinks,wednesday,19:55:00,evening
1359_wednesday,2019-09-04 19:59:00,checkout,wednesday,19:59:00,evening
135_friday,2019-09-06 08:20:00,spices,friday,08:20:00,morning
135_friday,2019-09-06 08:21:00,spices,friday,08:20:00,morning
135_friday,2019-09-06 08:22:00,dairy,friday,08:22:00,morning
135_friday,2019-09-06 08:23:00,fruit,friday,08:23:00,morning
135_friday,2019-09-06 08:24:00,fruit,friday,08:23:00,morning
135_friday,2019-09-06 08:25:00,checkout,friday,08:25:00,morning
135_monday,2019-09-02 08:22:00,dairy,monday,08:22:00,morning
135_monday,2019-09-02 08:23:00,dairy,monday,08:22:00,morning
135_monday,2019-09-02 08:24:00,dairy,monday,08:22:00,morning
135_monday,2019-09-02 08:25:00,dairy,monday,08:22:00,morning
135_monday,2019-09-02 08:26:00,checkout,monday,08:26:00,morning
135_thursday,2019-09-05 08:09:00,drinks,thursday,08:09:00,morning
135_thursday,2019-09-05 08:10:00,drinks,thursday,08:09:00,morning
135_thursday,2019-09-05 08:11:00,checkout,thursday,08:11:00,morning
135_tuesday,2019-09-03 08:15:00,fruit,tuesday,08:15:00,morning
135_tuesday,2019-09-03 08:16:00,fruit,tuesday,08:15:00,morning
135_tuesday,2019-09-03 08:17:00,fruit,tuesday,08:15:00,morning
135_tuesday,2019-09-03 08:18:00,fruit,tuesday,08:15:00,morning
135_tuesday,2019-09-03 08:19:00,fruit,tuesday,08:15:00,morning
135_tuesday,2019-09-03 08:20:00,fruit,tuesday,08:15:00,morning
135_tuesday,2019-09-03 08:21:00,fruit,tuesday,08:15:00,morning
135_tuesday,2019-09-03 08:22:00,spices,tuesday,08:22:00,morning
135_tuesday,2019-09-03 08:23:00,spices,tuesday,08:22:00,morning
135_tuesday,2019-09-03 08:24:00,dairy,tuesday,08:24:00,morning
135_tuesday,2019-09-03 08:25:00,dairy,tuesday,08:24:00,morning
135_tuesday,2019-09-03 08:26:00,dairy,tuesday,08:24:00,morning
135_tuesday,2019-09-03 08:27:00,checkout,tuesday,08:27:00,morning
135_wednesday,2019-09-04 08:17:00,fruit,wednesday,08:17:00,morning
135_wednesday,2019-09-04 08:18:00,drinks,wednesday,08:18:00,morning
135_wednesday,2019-09-04 08:19:00,checkout,wednesday,08:19:00,morning
1360_friday,2019-09-06 19:58:00,dairy,friday,19:58:00,evening
1360_friday,2019-09-06 19:59:00,dairy,friday,19:58:00,evening
1360_friday,2019-09-06 20:00:00,dairy,friday,19:58:00,evening
1360_friday,2019-09-06 20:01:00,fruit,friday,20:01:00,evening
1360_friday,2019-09-06 20:02:00,fruit,friday,20:01:00,evening
1360_friday,2019-09-06 20:03:00,fruit,friday,20:01:00,evening
1360_friday,2019-09-06 20:04:00,checkout,friday,20:04:00,evening
1360_monday,2019-09-02 20:44:00,dairy,monday,20:44:00,evening
1360_monday,2019-09-02 20:45:00,dairy,monday,20:44:00,evening
1360_monday,2019-09-02 20:46:00,dairy,monday,20:44:00,evening
1360_monday,2019-09-02 20:47:00,dairy,monday,20:44:00,evening
1360_monday,2019-09-02 20:48:00,dairy,monday,20:44:00,evening
1360_monday,2019-09-02 20:49:00,dairy,monday,20:44:00,evening
1360_monday,2019-09-02 20:50:00,dairy,monday,20:44:00,evening
1360_monday,2019-09-02 20:51:00,dairy,monday,20:44:00,evening
1360_monday,2019-09-02 20:52:00,dairy,monday,20:44:00,evening
1360_monday,2019-09-02 20:53:00,drinks,monday,20:53:00,evening
1360_monday,2019-09-02 20:54:00,drinks,monday,20:53:00,evening
1360_monday,2019-09-02 20:55:00,drinks,monday,20:53:00,evening
1360_monday,2019-09-02 20:56:00,drinks,monday,20:53:00,evening
1360_monday,2019-09-02 20:57:00,drinks,monday,20:53:00,evening
1360_monday,2019-09-02 20:58:00,checkout,monday,20:58:00,evening
1360_thursday,2019-09-05 19:56:00,drinks,thursday,19:56:00,evening
1360_thursday,2019-09-05 19:57:00,dairy,thursday,19:57:00,evening
1360_thursday,2019-09-05 19:58:00,drinks,thursday,19:58:00,evening
1360_thursday,2019-09-05 19:59:00,drinks,thursday,19:58:00,evening
1360_thursday,2019-09-05 20:00:00,checkout,thursday,20:00:00,evening
1360_tuesday,2019-09-03 20:58:00,fruit,tuesday,20:58:00,evening
1360_tuesday,2019-09-03 20:59:00,fruit,tuesday,20:58:00,evening
1360_tuesday,2019-09-03 21:00:00,checkout,tuesday,21:00:00,evening
1360_wednesday,2019-09-04 19:47:00,drinks,wednesday,19:47:00,evening
1360_wednesday,2019-09-04 19:48:00,drinks,wednesday,19:47:00,evening
1360_wednesday,2019-09-04 19:49:00,drinks,wednesday,19:47:00,evening
1360_wednesday,2019-09-04 19:50:00,checkout,wednesday,19:50:00,evening
1361_friday,2019-09-06 19:58:00,spices,friday,19:58:00,evening
1361_friday,2019-09-06 19:59:00,spices,friday,19:58:00,evening
1361_friday,2019-09-06 20:00:00,spices,friday,19:58:00,evening
1361_friday,2019-09-06 20:01:00,spices,friday,19:58:00,evening
1361_friday,2019-09-06 20:02:00,checkout,friday,20:02:00,evening
1361_monday,2019-09-02 20:44:00,spices,monday,20:44:00,evening
1361_monday,2019-09-02 20:45:00,dairy,monday,20:45:00,evening
1361_monday,2019-09-02 20:46:00,dairy,monday,20:45:00,evening
1361_monday,2019-09-02 20:47:00,dairy,monday,20:45:00,evening
1361_monday,2019-09-02 20:48:00,dairy,monday,20:45:00,evening
1361_monday,2019-09-02 20:49:00,spices,monday,20:49:00,evening
1361_monday,2019-09-02 20:50:00,fruit,monday,20:50:00,evening
1361_monday,2019-09-02 20:51:00,checkout,monday,20:51:00,evening
1361_thursday,2019-09-05 19:56:00,drinks,thursday,19:56:00,evening
1361_thursday,2019-09-05 19:57:00,dairy,thursday,19:57:00,evening
1361_thursday,2019-09-05 19:58:00,spices,thursday,19:58:00,evening
1361_thursday,2019-09-05 19:59:00,drinks,thursday,19:59:00,evening
1361_thursday,2019-09-05 20:00:00,dairy,thursday,20:00:00,evening
1361_thursday,2019-09-05 20:01:00,checkout,thursday,20:01:00,evening
1361_tuesday,2019-09-03 20:58:00,spices,tuesday,20:58:00,evening
1361_tuesday,2019-09-03 20:59:00,spices,tuesday,20:58:00,evening
1361_tuesday,2019-09-03 21:00:00,checkout,tuesday,21:00:00,evening
1361_wednesday,2019-09-04 19:48:00,spices,wednesday,19:48:00,evening
1361_wednesday,2019-09-04 19:49:00,fruit,wednesday,19:49:00,evening
1361_wednesday,2019-09-04 19:50:00,fruit,wednesday,19:49:00,evening
1361_wednesday,2019-09-04 19:51:00,checkout,wednesday,19:51:00,evening
1362_friday,2019-09-06 19:58:00,drinks,friday,19:58:00,evening
1362_friday,2019-09-06 19:59:00,spices,friday,19:59:00,evening
1362_friday,2019-09-06 20:00:00,checkout,friday,20:00:00,evening
1362_monday,2019-09-02 20:44:00,spices,monday,20:44:00,evening
1362_monday,2019-09-02 20:45:00,checkout,monday,20:45:00,evening
1362_thursday,2019-09-05 19:56:00,dairy,thursday,19:56:00,evening
1362_thursday,2019-09-05 19:57:00,dairy,thursday,19:56:00,evening
1362_thursday,2019-09-05 19:58:00,dairy,thursday,19:56:00,evening
1362_thursday,2019-09-05 19:59:00,dairy,thursday,19:56:00,evening
1362_thursday,2019-09-05 20:00:00,checkout,thursday,20:00:00,evening
1362_tuesday,2019-09-03 20:58:00,fruit,tuesday,20:58:00,evening
1362_tuesday,2019-09-03 20:59:00,fruit,tuesday,20:58:00,evening
1362_tuesday,2019-09-03 21:00:00,fruit,tuesday,20:58:00,evening
1362_tuesday,2019-09-03 21:01:00,checkout,tuesday,21:01:00,evening
1362_wednesday,2019-09-04 19:48:00,fruit,wednesday,19:48:00,evening
1362_wednesday,2019-09-04 19:49:00,fruit,wednesday,19:48:00,evening
