customer_no,timestamp,to_location,dow,time,day_period,from_location
126_tuesday,2019-09-03 08:23:00,dairy,tuesday,08:11:00,morning,dairy
126_tuesday,2019-09-03 08:24:00,fruit,tuesday,08:24:00,morning,dairy
126_tuesday,2019-09-03 08:25:00,checkout,tuesday,08:25:00,morning,fruit
126_wednesday,2019-09-04 08:13:00,spices,wednesday,08:13:00,morning,entrance
126_wednesday,2019-09-04 08:14:00,drinks,wednesday,08:14:00,morning,spices
126_wednesday,2019-09-04 08:15:00,drinks,wednesday,08:14:00,morning,drinks
126_wednesday,2019-09-04 08:16:00,checkout,wednesday,08:16:00,morning,drinks
1270_friday,2019-09-06 19:21:00,fruit,friday,19:21:00,evening,entrance
1270_friday,2019-09-06 19:22:00,fruit,friday,19:21:00,evening,fruit
1270_friday,2019-09-06 19:23:00,fruit,friday,19:21:00,evening,fruit
1270_friday,2019-09-06 19:24:00,fruit,friday,19:21:00,evening,fruit
1270_friday,2019-09-06 19:25:00,fruit,friday,19:21:00,evening,fruit
1270_friday,2019-09-06 19:26:00,fruit,friday,19:21:00,evening,fruit
1270_friday,2019-09-06 19:27:00,fruit,friday,19:21:00,evening,fruit
1270_friday,2019-09-06 19:28:00,checkout,friday,19:28:00,evening,fruit
1270_monday,2019-09-02 19:52:00,fruit,monday,19:52:00,evening,entrance
1270_monday,2019-09-02 19:53:00,checkout,monday,19:53:00,evening,fruit
1270_thursday,2019-09-05 19:24:00,fruit,thursday,19:24:00,evening,entrance
1270_thursday,2019-09-05 19:25:00,fruit,thursday,19:24:00,evening,fruit
1270_thursday,2019-09-05 19:26:00,fruit,thursday,19:24:00,evening,fruit
1270_thursday,2019-09-05 19:27:00,fruit,thursday,19:24:00,evening,fruit
1270_thursday,2019-09-05 19:28:00,fruit,thursday,19:24:00,evening,fruit
1270_thursday,2019-09-05 19:29:00,fruit,thursday,19:24:00,evening,fruit
1270_thursday,2019-09-05 19:30:00,dairy,thursday,19:30:00,evening,fruit
1270_thursday,2019-09-05 19:31:00,dairy,thursday,19:30:00,evening,dairy
1270_thursday,2019-09-05 19:32:00,dairy,thursday,19:30:00,evening,dairy
1270_thursday,2019-09-05 19:33:00,dairy,thursday,19:30:00,evening,dairy
1270_thursday,2019-09-05 19:34:00,dairy,thursday,19:30:00,evening,dairy
1270_thursday,2019-09-05 19:35:00,dairy,thursday,19:30:00,evening,dairy
1270_thursday,2019-09-05 19:36:00,dairy,thursday,19:30:00,evening,dairy
1270_thursday,2019-09-05 19:37:00,dairy,thursday,19:30:00,evening,dairy
1270_thursday,2019-09-05 19:38:00,dairy,thursday,19:30:00,evening,dairy
1270_thursday,2019-09-05 19:39:00,dairy,thursday,19:30:00,evening,dairy
1270_thursday,2019-09-05 19:40:00,dairy,thursday,19:30:00,evening,dairy
1270_thursday,2019-09-05 19:41:00,drinks,thursday,19:41:00,evening,dairy
1270_thursday,2019-09-05 19:42:00,drinks,thursday,19:41:00,evening,drinks
1270_thursday,2019-09-05 19:43:00,spices,thursday,19:43:00,evening,drinks
1270_thursday,2019-09-05 19:44:00,spices,thursday,19:43:00,evening,spices
1270_thursday,2019-09-05 19:45:00,dairy,thursday,19:45:00,evening,spices
1270_thursday,2019-09-05 19:46:00,dairy,thursday,19:45:00,evening,dairy
1270_thursday,2019-09-05 19:47:00,dairy,thursday,19:45:00,evening,dairy
1270_thursday,2019-09-05 19:48:00,drinks,thursday,19:48:00,evening,dairy
1270_thursday,2019-09-05 19:49:00,drinks,thursday,19:48:00,evening,drinks
1270_thursday,2019-09-05 19:50:00,checkout,thursday,19:50:00,evening,drinks
1270_tuesday,2019-09-03 19:58:00,spices,tuesday,19:58:00,evening,entrance
1270_tuesday,2019-09-03 19:59:00,drinks,tuesday,19:59:00,evening,spices
1270_tuesday,2019-09-03 20:00:00,checkout,tuesday,20:00:00,evening,drinks
1270_wednesday,2019-09-04 19:17:00,dairy,wednesday,19:17:00,evening,entrance
1270_wednesday,2019-09-04 19:18:00,dairy,wednesday,19:17:00,evening,dairy
1270_wednesday,2019-09-04 19:19:00,dairy,wednesday,19:17:00,evening,dairy
1270_wednesday,2019-09-04 19:20:00,dairy,wednesday,19:17:00,evening,dairy
1270_wednesday,2019-09-04 19:21:00,dairy,wednesday,19:17:00,evening,dairy
1270_wednesday,2019-09-04 19:22:00,dairy,wednesday,19:17:00,evening,dairy
1270_wednesday,2019-09-04 19:23:00,dairy,wednesday,19:17:00,evening,dairy
1270_wednesday,2019-09-04 19:24:00,drinks,wednesday,19:24:00,evening,dairy
1270_wednesday,2019-09-04 19:25:00,drinks,wednesday,19:24:00,evening,drinks
1270_wednesday,2019-09-04 19:26:00,checkout,wednesday,19:26:00,evening,drinks
1271_friday,2019-09-06 19:21:00,fruit,friday,19:21:00,evening,entrance
1271_friday,2019-09-06 19:22:00,fruit,friday,19:21:00,evening,fruit
1271_friday,2019-09-06 19:23:00,checkout,friday,19:23:00,evening,fruit
1271_monday,2019-09-02 19:52:00,fruit,monday,19:52:00,evening,entrance
1271_monday,2019-09-02 19:53:00,fruit,monday,19:52:00,evening,fruit
1271_monday,2019-09-02 19:54:00,spices,monday,19:54:00,evening,fruit
1271_monday,2019-09-02 19:55:00,checkout,monday,19:55:00,evening,spices
1271_thursday,2019-09-05 19:24:00,drinks,thursday,19:24:00,evening,entrance
1271_thursday,2019-09-05 19:25:00,checkout,thursday,19:25:00,evening,drinks
1271_tuesday,2019-09-03 19:59:00,fruit,tuesday,19:59:00,evening,entrance
1271_tuesday,2019-09-03 20:00:00,spices,tuesday,20:00:00,evening,fruit
1271_tuesday,2019-09-03 20:01:00,spices,tuesday,20:00:00,evening,spices
1271_tuesday,2019-09-03 20:02:00,spices,tuesday,20:00:00,evening,spices
1271_tuesday,2019-09-03 20:03:00,drinks,tuesday,20:03:00,evening,spices
1271_tuesday,2019-09-03 20:04:00,drinks,tuesday,20:03:00,evening,drinks
1271_tuesday,2019-09-03 20:05:00,drinks,tuesday,20:03:00,evening,drinks
1271_tuesday,2019-09-03 20:06:00,drinks,tuesday,20:03:00,evening,drinks
1271_tuesday,2019-09-03 20:07:00,drinks,tuesday,20:03:00,evening,drinks
1271_tuesday,2019-09-03 20:08:00,spices,tuesday,20:08:00,evening,drinks
1271_tuesday,2019-09-03 20:09:00,dairy,tuesday,20:09:00,evening,spices
1271_tuesday,2019-09-03 20:10:00,checkout,tuesday,20:10:00,evening,dairy
1271_wednesday,2019-09-04 19:17:00,fruit,wednesday,19:17:00,evening,entrance
1271_wednesday,2019-09-04 19:18:00,checkout,wednesday,19:18:00,evening,fruit
1272_friday,2019-09-06 19:21:00,drinks,friday,19:21:00,evening,entrance
1272_friday,2019-09-06 19:22:00,drinks,friday,19:21:00,evening,drinks
1272_friday,2019-09-06 19:23:00,checkout,friday,19:23:00,evening,drinks
1272_monday,2019-09-02 19:52:00,fruit,monday,19:52:00,evening,entrance
1272_monday,2019-09-02 19:53:00,checkout,monday,19:53:00,evening,fruit
1272_thursday,2019-09-05 19:24:00,fruit,thursday,19:24:00,evening,entrance
1272_thursday,2019-09-05 19:25:00,dairy,thursday,19:25:00,evening,fruit
1272_thursday,2019-09-05 19:26:00,fruit,thursday,19:26:00,evening,dairy
1272_thursday,2019-09-05 19:27:00,dairy,thursday,19:27:00,evening,fruit
1272_thursday,2019-09-05 19:28:00,dairy,thursday,19:27:00,evening,dairy
1272_thursday,2019-09-05 19:29:00,dairy,thursday,19:27:00,evening,dairy
1272_thursday,2019-09-05 19:30:00,drinks,thursday,19:30:00,evening,dairy
1272_thursday,2019-09-05 19:31:00,checkout,thursday,19:31:00,evening,drinks
1272_tuesday,2019-09-03 19:59:00,dairy,tuesday,19:59:00,evening,entrance
1272_tuesday,2019-09-03 20:00:00,drinks,tuesday,20:00:00,evening,dairy
1272_tuesday,2019-09-03 20:01:00,checkout,tuesday,20:01:00,evening,drinks
1272_wednesday,2019-09-04 19:17:00,fruit,wednesday,19:17:00,evening,entrance
1272_wednesday,2019-09-04 19:18:00,fruit,wednesday,19:17:00,evening,fruit
1272_wednesday,2019-09-04 19:19:00,fruit,wednesday,19:17:00,evening,fruit
1272_wednesday,2019-09-04 19:20:00,fruit,wednesday,19:17:00,evening,fruit
1272_wednesday,2019-09-04 19:21:00,fruit,wednesday,19:17:00,evening,fruit
1272_wednesday,2019-09-04 19:22:00,fruit,wednesday,19:17:00,evening,fruit
1272_wednesday,2019-09-04 19:23:00,checkout,wednesday,19:23:00,evening,fruit
1273_friday,2019-09-06 19:22:00,dairy,friday,19:22:00,evening,entrance
1273_friday,2019-09-06 19:23:00,dairy,friday,19:22:00,evening,dairy
1273_friday,2019-09-06 19:24:00,checkout,friday,19:24:00,evening,dairy
1273_monday,2019-09-02 19:52:00,fruit,monday,19:52:00,evening,entrance
1273_monday,2019-09-02 19:53:00,fruit,monday,19:52:00,evening,fruit
1273_monday,2019-09-02 19:54:00,checkout,monday,19:54:00,evening,fruit
1273_thursday,2019-09-05 19:25:00,spices,thursday,19:25:00,evening,entrance
1273_thursday,2019-09-05 19:26:00,spices,thursday,19:25:00,evening,spices
1273_thursday,2019-09-05 19:27:00,dairy,thursday,19:27:00,evening,spices
1273_thursday,2019-09-05 19:28:00,checkout,thursday,19:28:00,evening,dairy
1273_tuesday,2019-09-03 19:59:00,drinks,tuesday,19:59:00,evening,entrance
1273_tuesday,2019-09-03 20:00:00,checkout,tuesday,20:00:00,evening,drinks
1273_wednesday,2019-09-04 19:17:00,fruit,wednesday,19:17:00,evening,entrance
1273_wednesday,2019-09-04 19:18:00,fruit,wednesday,19:17:00,evening,fruit
1273_wednesday,2019-09-04 19:19:00,fruit,wednesday,19:17:00,evening,fruit
1273_wednesday,2019-09-04 19:20:00,fruit,wednesday,19:17:00,evening,fruit
1273_wednesday,2019-09-04 19:21:00,fruit,wednesday,19:17:00,evening,fruit
1273_wednesday,2019-09-04 19:22:00,fruit,wednesday,19:17:00,evening,fruit
1273_wednesday,2019-09-04 19:23:00,fruit,wednesday,19:17:00,evening,fruit
1273_wednesday,2019-09-04 19:24:00,fruit,wednesday,19:17:00,evening,fruit
1273_wednesday,2019-09-04 19:25:00,checkout,wednesday,19:25:00,evening,fruit
1274_friday,2019-09-06 19:22:00,spices,friday,19:22:00,evening,entrance
1274_friday,2019-09-06 19:23:00,checkout,friday,19:23:00,evening,spices
1274_monday,2019-09-02 19:52:00,fruit,monday,19:52:00,evening,entrance
1274_monday,2019-09-02 19:53:00,checkout,monday,19:53:00,evening,fruit
1274_thursday,2019-09-05 19:25:00,fruit,thursday,19:25:00,evening,entrance
1274_thursday,2019-09-05 19:26:00,checkout,thursday,19:26:00,evening,fruit
1274_tuesday,2019-09-03 20:00:00,spices,tuesday,20:00:00,evening,entrance
1274_tuesday,2019-09-03 20:01:00,spices,tuesday,20:00:00,evening,spices
1274_tuesday,2019-09-03 20:02:00,spices,tuesday,20:00:00,evening,spices
1274_tuesday,2019-09-03 20:03:00,fruit,tuesday,20:03:00,evening,spices
1274_tuesday,2019-09-03 20:04:00,fruit,tuesday,20:03:00,evening,fruit
1274_tuesday,2019-09-03 20:05:00,fruit,tuesday,20:03:00,evening,fruit
1274_tuesday,2019-09-03 20:06:00,fruit,tuesday,20:03:00,evening,fruit
1274_tuesday,2019-09-03 20:07:00,dairy,tuesday,20:07:00,evening,fruit
1274_tuesday,2019-09-03 20:08:00,dairy,tuesday,20:07:00,evening,dairy
1274_tuesday,2019-09-03 20:09:00,dairy,tuesday,20:07:00,evening,dairy
1274_tuesday,2019-09-03 20:10:00,dairy,tuesday,20:07:00,evening,dairy
1274_tuesday,2019-09-03 20:11:00,dairy,tuesday,20:07:00,evening,dairy
1274_tuesday,2019-09-03 20:12:00,dairy,tuesday,20:07:00,evening,dairy
1274_tuesday,2019-09-03 20:13:00,dairy,tuesday,20:07:00,evening,dairy
1274_tuesday,2019-09-03 20:14:00,dairy,tuesday,20:07:00,evening,dairy
1274_tuesday,2019-09-03 20:15:00,dairy,tuesday,20:07:00,evening,dairy
1274_tuesday,2019-09-03 20:16:00,checkout,tuesday,20:16:00,evening,dairy
1274_wednesday,2019-09-04 19:17:00,dairy,wednesday,19:17:00,evening,entrance
1274_wednesday,2019-09-04 19:18:00,drinks,wednesday,19:18:00,evening,dairy
1274_wednesday,2019-09-04 19:19:00,drinks,wednesday,19:18:00,evening,drinks
1274_wednesday,2019-09-04 19:20:00,drinks,wednesday,19:18:00,evening,drinks
1274_wednesday,2019-09-04 19:21:00,checkout,wednesday,19:21:00,evening,drinks
1275_friday,2019-09-06 19:23:00,drinks,friday,19:23:00,evening,entrance
1275_friday,2019-09-06 19:24:00,drinks,friday,19:23:00,evening,drinks
1275_friday,2019-09-06 19:25:00,drinks,friday,19:23:00,evening,drinks
1275_friday,2019-09-06 19:26:00,drinks,friday,19:23:00,evening,drinks
1275_friday,2019-09-06 19:27:00,drinks,friday,19:23:00,evening,drinks
1275_friday,2019-09-06 19:28:00,drinks,friday,19:23:00,evening,drinks
1275_friday,2019-09-06 19:29:00,checkout,friday,19:29:00,evening,drinks
1275_monday,2019-09-02 19:52:00,spices,monday,19:52:00,evening,entrance
1275_monday,2019-09-02 19:53:00,spices,monday,19:52:00,evening,spices
1275_monday,2019-09-02 19:54:00,spices,monday,19:52:00,evening,spices
1275_monday,2019-09-02 19:55:00,checkout,monday,19:55:00,evening,spices
1275_thursday,2019-09-05 19:26:00,drinks,thursday,19:26:00,evening,entrance
1275_thursday,2019-09-05 19:27:00,drinks,thursday,19:26:00,evening,drinks
1275_thursday,2019-09-05 19:28:00,drinks,thursday,19:26:00,evening,drinks
1275_thursday,2019-09-05 19:29:00,checkout,thursday,19:29:00,evening,drinks
1275_tuesday,2019-09-03 20:02:00,drinks,tuesday,20:02:00,evening,entrance
1275_tuesday,2019-09-03 20:03:00,drinks,tuesday,20:02:00,evening,drinks
1275_tuesday,2019-09-03 20:04:00,drinks,tuesday,20:02:00,evening,drinks
1275_tuesday,2019-09-03 20:05:00,checkout,tuesday,20:05:00,evening,drinks
1275_wednesday,2019-09-04 19:17:00,spices,wednesday,19:17:00,evening,entrance
1275_wednesday,2019-09-04 19:18:00,checkout,wednesday,19:18:00,evening,spices
1276_friday,2019-09-06 19:23:00,dairy,friday,19:23:00,evening,entrance
1276_friday,2019-09-06 19:24:00,dairy,friday,19:23:00,evening,dairy
1276_friday,2019-09-06 19:25:00,dairy,friday,19:23:00,evening,dairy
1276_friday,2019-09-06 19:26:00,fruit,friday,19:26:00,evening,dairy
1276_friday,2019-09-06 19:27:00,dairy,friday,19:27:00,evening,fruit
1276_friday,2019-09-06 19:28:00,dairy,friday,19:27:00,evening,dairy
1276_friday,2019-09-06 19:29:00,dairy,friday,19:27:00,evening,dairy
1276_friday,2019-09-06 19:30:00,dairy,friday,19:27:00,evening,dairy
1276_friday,2019-09-06 19:31:00,dairy,friday,19:27:00,evening,dairy
1276_friday,2019-09-06 19:32:00,dairy,friday,19:27:00,evening,dairy
1276_friday,2019-09-06 19:33:00,checkout,friday,19:33:00,evening,dairy
1276_monday,2019-09-02 19:53:00,dairy,monday,19:53:00,evening,entrance
1276_monday,2019-09-02 19:54:00,dairy,monday,19:53:00,evening,dairy
1276_monday,2019-09-02 19:55:00,dairy,monday,19:53:00,evening,dairy
1276_monday,2019-09-02 19:56:00,dairy,monday,19:53:00,evening,dairy
1276_monday,2019-09-02 19:57:00,dairy,monday,19:53:00,evening,dairy
1276_monday,2019-09-02 19:58:00,dairy,monday,19:53:00,evening,dairy
1276_monday,2019-09-02 19:59:00,dairy,monday,19:53:00,evening,dairy
1276_monday,2019-09-02 20:00:00,spices,monday,20:00:00,evening,dairy
1276_monday,2019-09-02 20:01:00,dairy,monday,20:01:00,evening,spices
1276_monday,2019-09-02 20:02:00,dairy,monday,20:01:00,evening,dairy
1276_monday,2019-09-02 20:03:00,checkout,monday,20:03:00,evening,dairy
1276_thursday,2019-09-05 19:26:00,fruit,thursday,19:26:00,evening,entrance
1276_thursday,2019-09-05 19:27:00,fruit,thursday,19:26:00,evening,fruit
1276_thursday,2019-09-05 19:28:00,spices,thursday,19:28:00,evening,fruit
1276_thursday,2019-09-05 19:29:00,dairy,thursday,19:29:00,evening,spices
1276_thursday,2019-09-05 19:30:00,dairy,thursday,19:29:00,evening,dairy
1276_thursday,2019-09-05 19:31:00,fruit,thursday,19:31:00,evening,dairy
1276_thursday,2019-09-05 19:32:00,fruit,thursday,19:31:00,evening,fruit
1276_thursday,2019-09-05 19:33:00,fruit,thursday,19:31:00,evening,fruit
1276_thursday,2019-09-05 19:34:00,checkout,thursday,19:34:00,evening,fruit
1276_tuesday,2019-09-03 20:02:00,spices,tuesday,20:02:00,evening,entrance
1276_tuesday,2019-09-03 20:03:00,spices,tuesday,20:02:00,evening,spices
1276_tuesday,2019-09-03 20:04:00,spices,tuesday,20:02:00,evening,spices
1276_tuesday,2019-09-03 20:05:00,spices,tuesday,20:02:00,evening,spices
1276_tuesday,2019-09-03 20:06:00,spices,tuesday,20:02:00,evening,spices
1276_tuesday,2019-09-03 20:07:00,spices,tuesday,20:02:00,evening,spices
1276_tuesday,2019-09-03 20:08:00,fruit,tuesday,20:08:00,evening,spices
1276_tuesday,2019-09-03 20:09:00,fruit,tuesday,20:08:00,evening,fruit
1276_tuesday,2019-09-03 20:10:00,drinks,tuesday,20:10:00,evening,fruit
1276_tuesday,2019-09-03 20:11:00,drinks,tuesday,20:10:00,evening,drinks
1276_tuesday,2019-09-03 20:12:00,drinks,tuesday,20:10:00,evening,drinks
1276_tuesday,2019-09-03 20:13:00,drinks,tuesday,20:10:00,evening,drinks
1276_tuesday,2019-09-03 20:14:00,drinks,tuesday,20:10:00,evening,drinks
1276_tuesday,2019-09-03 20:15:00,drinks,tuesday,20:10:00,evening,drinks
1276_tuesday,2019-09-03 20:16:00,drinks,tuesday,20:10:00,evening,drinks
1276_tuesday,2019-09-03 20:17:00,drinks,tuesday,20:10:00,evening,drinks
1276_tuesday,2019-09-03 20:18:00,drinks,tuesday,20:10:00,evening,drinks
1276_tuesday,2019-09-03 20:19:00,fruit,tuesday,20:19:00,evening,drinks
1276_tuesday,2019-09-03 20:20:00,dairy,tuesday,20:20:00,evening,fruit
1276_tuesday,2019-09-03 20:21:00,dairy,tuesday,20:20:00,evening,dairy
1276_tuesday,2019-09-03 20:22:00,dairy,tuesday,20:20:00,evening,dairy
1276_tuesday,2019-09-03 20:23:00,drinks,tuesday,20:23:00,evening,dairy
1276_tuesday,2019-09-03 20:24:00,drinks,tuesday,20:23:00,evening,drinks
1276_tuesday,2019-09-03 20:25:00,drinks,tuesday,20:23:00,evening,drinks
1276_tuesday,2019-09-03 20:26:00,checkout,tuesday,20:26:00,evening,drinks
1276_wednesday,2019-09-04 19:17:00,fruit,wednesday,19:17:00,evening,entrance
1276_wednesday,2019-09-04 19:18:00,fruit,wednesday,19:17:00,evening,fruit
1276_wednesday,2019-09-04 19:19:00,fruit,wednesday,19:17:00,evening,fruit
1276_wednesday,2019-09-04 19:20:00,checkout,wednesday,19:20:00,evening,fruit
1277_friday,2019-09-06 19:23:00,drinks,friday,19:23:00,evening,entrance
1277_friday,2019-09-06 19:24:00,checkout,friday,19:24:00,evening,drinks
1277_monday,2019-09-02 19:53:00,spices,monday,19:53:00,evening,entrance
1277_monday,2019-09-02 19:54:00,spices,monday,19:53:00,evening,spices
1277_monday,2019-09-02 19:55:00,spices,monday,19:53:00,evening,spices
1277_monday,2019-09-02 19:56:00,drinks,monday,19:56:00,evening,spices
1277_monday,2019-09-02 19:57:00,drinks,monday,19:56:00,evening,drinks
1277_monday,2019-09-02 19:58:00,drinks,monday,19:56:00,evening,drinks
1277_monday,2019-09-02 19:59:00,fruit,monday,19:59:00,evening,drinks
1277_monday,2019-09-02 20:00:00,checkout,monday,20:00:00,evening,fruit
1277_thursday,2019-09-05 19:27:00,fruit,thursday,19:27:00,evening,entrance
1277_thursday,2019-09-05 19:28:00,fruit,thursday,19:27:00,evening,fruit
1277_thursday,2019-09-05 19:29:00,checkout,thursday,19:29:00,evening,fruit
1277_tuesday,2019-09-03 20:03:00,dairy,tuesday,20:03:00,evening,entrance
1277_tuesday,2019-09-03 20:04:00,dairy,tuesday,20:03:00,evening,dairy
1277_tuesday,2019-09-03 20:05:00,dairy,tuesday,20:03:00,evening,dairy
1277_tuesday,2019-09-03 20:06:00,dairy,tuesday,20:03:00,evening,dairy
1277_tuesday,2019-09-03 20:07:00,dairy,tuesday,20:03:00,evening,dairy
1277_tuesday,2019-09-03 20:08:00,dairy,tuesday,20:03:00,evening,dairy
1277_tuesday,2019-09-03 20:09:00,dairy,tuesday,20:03:00,evening,dairy
1277_tuesday,2019-09-03 20:10:00,checkout,tuesday,20:10:00,evening,dairy
1277_wednesday,2019-09-04 19:17:00,fruit,wednesday,19:17:00,evening,entrance
1277_wednesday,2019-09-04 19:18:00,fruit,wednesday,19:17:00,evening,fruit
1277_wednesday,2019-09-04 19:19:00,fruit,wednesday,19:17:00,evening,fruit
1277_wednesday,2019-09-04 19:20:00,fruit,wednesday,19:17:00,evening,fruit
1277_wednesday,2019-09-04 19:21:00,dairy,wednesday,19:21:00,evening,fruit
1277_wednesday,2019-09-04 19:22:00,spices,wednesday,19:22:00,evening,dairy
1277_wednesday,2019-09-04 19:23:00,spices,wednesday,19:22:00,evening,spices
1277_wednesday,2019-09-04 19:24:00,spices,wednesday,19:22:00,evening,spices
1277_wednesday,2019-09-04 19:25:00,spices,wednesday,19:22:00,evening,spices
1277_wednesday,2019-09-04 19:26:00,dairy,wednesday,19:26:00,evening,spices
1277_wednesday,2019-09-04 19:27:00,dairy,wednesday,19:26:00,evening,dairy
1277_wednesday,2019-09-04 19:28:00,fruit,wednesday,19:28:00,evening,dairy
1277_wednesday,2019-09-04 19:29:00,fruit,wednesday,19:28:00,evening,fruit
1277_wednesday,2019-09-04 19:30:00,fruit,wednesday,19:28:00,evening,fruit
1277_wednesday,2019-09-04 19:31:00,fruit,wednesday,19:28:00,evening,fruit
1277_wednesday,2019-09-04 19:32:00,checkout,wednesday,19:32:00,evening,fruit
1278_friday,2019-09-06 19:23:00,fruit,friday,19:23:00,evening,entrance
1278_friday,2019-09-06 19:24:00,fruit,friday,19:23:00,evening,fruit
1278_friday,2019-09-06 19:25:00,spices,friday,19:25:00,evening,fruit
1278_friday,2019-09-06 19:26:00,spices,friday,19:25:00,evening,spices
1278_friday,2019-09-06 19:27:00,spices,friday,19:25:00,evening,spices
1278_friday,2019-09-06 19:28:00,fruit,friday,19:28:00,evening,spices
1278_friday,2019-09-06 19:29:00,fruit,friday,19:28:00,evening,fruit
1278_friday,2019-09-06 19:30:00,fruit,friday,19:28:00,evening,fruit
1278_friday,2019-09-06 19:31:00,fruit,friday,19:28:00,evening,fruit
1278_friday,2019-09-06 19:32:00,fruit,friday,19:28:00,evening,fruit
1278_friday,2019-09-06 19:33:00,fruit,friday,19:28:00,evening,fruit
1278_friday,2019-09-06 19:34:00,dairy,friday,19:34:00,evening,fruit
1278_friday,2019-09-06 19:35:00,dairy,friday,19:34:00,evening,dairy
1278_friday,2019-09-06 19:36:00,dairy,friday,19:34:00,evening,dairy
1278_friday,2019-09-06 19:37:00,checkout,friday,19:37:00,evening,dairy
1278_monday,2019-09-02 19:54:00,dairy,monday,19:54:00,evening,entrance
1278_monday,2019-09-02 19:55:00,checkout,monday,19:55:00,evening,dairy
1278_thursday,2019-09-05 19:28:00,dairy,thursday,19:28:00,evening,entrance
1278_thursday,2019-09-05 19:29:00,spices,thursday,19:29:00,evening,dairy
1278_thursday,2019-09-05 19:30:00,spices,thursday,19:29:00,evening,spices
1278_thursday,2019-09-05 19:31:00,fruit,thursday,19:31:00,evening,spices
1278_thursday,2019-09-05 19:32:00,fruit,thursday,19:31:00,evening,fruit
1278_thursday,2019-09-05 19:33:00,fruit,thursday,19:31:00,evening,fruit
1278_thursday,2019-09-05 19:34:00,checkout,thursday,19:34:00,evening,fruit
1278_tuesday,2019-09-03 20:03:00,drinks,tuesday,20:03:00,evening,entrance
1278_tuesday,2019-09-03 20:04:00,drinks,tuesday,20:03:00,evening,drinks
1278_tuesday,2019-09-03 20:05:00,checkout,tuesday,20:05:00,evening,drinks
1278_wednesday,2019-09-04 19:17:00,spices,wednesday,19:17:00,evening,entrance
1278_wednesday,2019-09-04 19:18:00,dairy,wednesday,19:18:00,evening,spices
1278_wednesday,2019-09-04 19:19:00,dairy,wednesday,19:18:00,evening,dairy
1278_wednesday,2019-09-04 19:20:00,drinks,wednesday,19:20:00,evening,dairy
1278_wednesday,2019-09-04 19:21:00,drinks,wednesday,19:20:00,evening,drinks
1278_wednesday,2019-09-04 19:22:00,drinks,wednesday,19:20:00,evening,drinks
1278_wednesday,2019-09-04 19:23:00,drinks,wednesday,19:20:00,evening,drinks
1278_wednesday,2019-09-04 19:24:00,drinks,wednesday,19:20:00,evening,drinks
1278_wednesday,2019-09-04 19:25:00,drinks,wednesday,19:20:00,evening,drinks
1278_wednesday,2019-09-04 19:26:00,spices,wednesday,19:26:00,evening,drinks
1278_wednesday,2019-09-04 19:27:00,drinks,wednesday,19:27:00,evening,spices
1278_wednesday,2019-09-04 19:28:00,drinks,wednesday,19:27:00,evening,drinks
1278_wednesday,2019-09-04 19:29:00,drinks,wednesday,19:27:00,evening,drinks
1278_wednesday,2019-09-04 19:30:00,drinks,wednesday,19:27:00,evening,drinks
1278_wednesday,2019-09-04 19:31:00,drinks,wednesday,19:27:00,evening,drinks
1278_wednesday,2019-09-04 19:32:00,drinks,wednesday,19:27:00,evening,drinks
1278_wednesday,2019-09-04 19:33:00,fruit,wednesday,19:33:00,evening,drinks
1278_wednesday,2019-09-04 19:34:00,fruit,wednesday,19:33:00,evening,fruit
1278_wednesday,2019-09-04 19:35:00,fruit,wednesday,19:33:00,evening,fruit
1278_wednesday,2019-09-04 19:36:00,fruit,wednesday,19:33:00,evening,fruit
1278_wednesday,2019-09-04 19:37:00,fruit,wednesday,19:33:00,evening,fruit
1278_wednesday,2019-09-04 19:38:00,fruit,wednesday,19:33:00,evening,fruit
1278_wednesday,2019-09-04 19:39:00,checkout,wednesday,19:39:00,evening,fruit
1279_friday,2019-09-06 19:24:00,drinks,friday,19:24:00,evening,entrance
1279_friday,2019-09-06 19:25:00,checkout,friday,19:25:00,evening,drinks
1279_monday,2019-09-02 19:54:00,spices,monday,19:54:00,evening,entrance
1279_monday,2019-09-02 19:55:00,spices,monday,19:54:00,evening,spices
1279_monday,2019-09-02 19:56:00,spices,monday,19:54:00,evening,spices
1279_monday,2019-09-02 19:57:00,fruit,monday,19:57:00,evening,spices
1279_monday,2019-09-02 19:58:00,fruit,monday,19:57:00,evening,fruit
1279_monday,2019-09-02 19:59:00,checkout,monday,19:59:00,evening,fruit
1279_thursday,2019-09-05 19:28:00,spices,thursday,19:28:00,evening,entrance
1279_thursday,2019-09-05 19:29:00,spices,thursday,19:28:00,evening,spices
1279_thursday,2019-09-05 19:30:00,spices,thursday,19:28:00,evening,spices
1279_thursday,2019-09-05 19:31:00,fruit,thursday,19:31:00,evening,spices
1279_thursday,2019-09-05 19:32:00,fruit,thursday,19:31:00,evening,fruit
1279_thursday,2019-09-05 19:33:00,fruit,thursday,19:31:00,evening,fruit
1279_thursday,2019-09-05 19:34:00,fruit,thursday,19:31:00,evening,fruit
1279_thursday,2019-09-05 19:35:00,checkout,thursday,19:35:00,evening,fruit
1279_tuesday,2019-09-03 20:04:00,fruit,tuesday,20:04:00,evening,entrance
1279_tuesday,2019-09-03 20:05:00,dairy,tuesday,20:05:00,evening,fruit
1279_tuesday,2019-09-03 20:06:00,dairy,tuesday,20:05:00,evening,dairy
1279_tuesday,2019-09-03 20:07:00,checkout,tuesday,20:07:00,evening,dairy
